created_at,LT,LB,KT,KM,garasi,carport,lokasi,sertifikat,listrik,hadap,harga,URL,deskripsi,
07-12-2021,206,120,3,3,1,1,"Jalan Dr. Wahidin, Pontianak Kota",SHM,2200,,1128000000,https://www.olx.co.id/item/jalan-dr-wahidin-iid-840443908,"Keunggulan & fasilitas : - Komplek Pinggir jalan utama - dekat sekolahan & Kampus - Dekat (SPBU & Sekolahan SMA 4) - New Design - Tanah Keras - Bebas banjir
- Pondasi tinggi
Spesifikasi : - Type 120 ( 2 LANTAI ) - Luas Tanah 9 x 23 meter (Hadap Timur) - 3 kamar tidur - 3 kamar mandi/Wc - Ruang keluarga - Closed Duduk Merk TOTO - DAPUR
- PARTISI TV & PARTISI RUANG TAMU - Air PDAM - Listrik 2200 watt - lantai granite 60 x 60 cm - Akses Jalan 2 mobil lebar 6 meter ASPAL
Bonus : - Kitchen Set - Kompor Tanam + Exshouse - Pagar - trap flapon Lampu bias - Taman Mini Bagian Depan - Khusus Cash Bonus Potongan Harga 50juta - AC

",
07-12-2021,160,150,3,3,,1,"Jalan Parit H Husein 2, Pontianak Tenggara",SHM,2200,,1200000000,https://www.olx.co.id/item/rumah-mewah-siap-huni-2-lantai-iid-849392360,"SPESIFIKASI: Type 150 2 Lantai, Uk Tanah 8x20m, 3 Kamar tidur, 3 Kamar mandi, Pagar, Caort full keramik, Listrik 2200watt, PDAM
BONUS: kitchen set, pagar, taman, lampu dalam rumah termasuk lampu bias",
07-12-2021,72,36,2,1,,,"Sumber Rejo, Balikpapan",SHM,1300,,498000000,https://www.rumah123.com/properti/balikpapan/hos9293449/,"Rumah Dijual Balikpapan - RUMAH IMPIAN LOKASI SANGAT STRATEGIS DAN MUDAH TERJANGKAU
- BEBAS BANJIR
- RUMAH DENGAN DESAIN SANGAT MODERN MINIMALIS ELEGAN
- AKSES MASUK DEKAT JALAN UTAMA
- HARGA SUDAH TERMASUK BIAYA PENINGKATAN SHM, BPHTB, AJB, PPN, BIAYA BALIK NAMA",
07-12-2021,198,280,4,4,,1,"Jl. Karya baru, Pontianak Selatan, Pontianak Kota",SHM,4400,,2600000000,https://www.olx.co.id/item/rumah-mewah-komplek-puri-garden-karya-baru-pontianak-kalimantan-barat-iid-849392198,,
07-12-2021,165,210,5,4,,1,"Jl. Mitra perdana, Pontianak Selatan, Pontianak Kota",SHM,4400,,1900000000,https://www.olx.co.id/item/rumah-komplek-grand-perdana-residence-pontianak-kalimantan-barat-iid-849356698,,
07-12-2021,200,45,2,2,1,,"Jl perjuangan, panarung, palangkaraya",SHM,,,225000000,https://www.olx.co.id/item/dijual-rumah-siap-huni-iid-849354094,"Dijual rumah siap huni,
Murah meriah, pembeli puas, harga bersaudara.",
07-12-2021,165,48,2,1,,1,"Jl Golf Landasan Ulin, Banjarbaru Kota, Kalimantan Selatan",SHM,,,250000000,https://www.olx.co.id/item/hunian-modern-minimalis-iid-849400364,Hunian modern dengan desain rumah minimalis di tengah kota banjarbaru,
07-12-2021,150,150,2,2,1,,"Jl handil bakti komp persada raya 3, Banjarmasin Tengah, Kalimantan Selatan",SHM,,,250000000,https://www.olx.co.id/item/djual-rumah-dhandil-bakti-iid-849412527,"Lokasi strategisT
Full keramik",
07-12-2021,100,36,2,1,,1,"Tanjung Selor, Bulungan Kab., Kalimantan Utara",HGB,,,164500000,https://www.olx.co.id/item/perumahan-subsidi-type-36100-diutamakan-cash-keras-iid-827727764,"Kami Wujudkan Rumah Impian Anda.
Perumahan Sofwa Indah Permai 2
Kami menawarkan rumah siap huni, konsep rumah tunggal dengan type rumah 36/100.(dikhususkan cash keras).
Pesan unit dan miliki keunggulan lokasi dengan type 36.",
03-11-2021,256,247,3,2,1,1,"Pahandut, Palangkaraya",SHM,,,500000000,https://www.rumah123.com/properti/palangkaraya/hos9097389/,"perumahan luas, aman nyaman bersih , masih baru",
12-11-2021,2300,250,6,2,,,"Jekan Raya, Palangkaraya",SHM,2200,,2000000000,https://www.rumah123.com/properti/palangkaraya/hos9143837/,Murah ada 2 rumah bagus siap huni,
12-11-2021,200,252,6,4,,1,"Sungai Raya, Pontianak",SHM,5500,,2150000000,https://www.rumah123.com/properti/pontianak/hos9092170/,"Rumah Mewah , Nyaman Siap Huni dalam Kawasan Tenang dan Luas
Royal Serdam 1 Pontianak",
29-11-2021,900,320,6,3,,,"Pontianak Selatan, Pontianak",SHM,4400,,5500000000,https://www.rumah123.com/properti/pontianak/hos9229133/,"Rumah Mitra Perdana, Karya Baru 2, Pontianak, Kalimantan Barat. Luas Tanah 20m x 45m
Luas Bangunan 16m x 20m
K. Tidur 6; K. Mandi 3
Ada Bak Air Bawah Tanah 25 Kubik
PLN 4400w; Ada PDAM
Sudah Ada Usaha Kost, Siap huni",
29-11-2021,200,200,3,3,,,"Balikpapan Selatan, Balikpapan, Kalimantan Timur",SHM,2200,,2600000000,https://www.rumah123.com/properti/balikpapan/hos9248573/,"Rumah Dijual Balikpapan - Harga sudah termasuk full furnished, Harga masih bisa nego dikit, Lokasi strategis tengah kota, Dekat RS restu ibu & Siloam, dan Dekat living plaza",
29-11-2021,157,170,4,2,,,"Rumah Komp. Spring Park, Pontianak",SHM,2200,,1200000000,https://www.rumah123.com/properti/pontianak/hos9229080/,"One Gate System; Nyaman & Aman;
Siap Huni",
30-11-2021,234,156,6,2,,,"Balikpapan Selatan, Balikpapan",SHM,2200,,2300000000,https://www.rumah123.com/properti/balikpapan/hos9254805/,"Rumah Dijualsewa Balikpapan - RUMAH KAWASAN ELITE DALAM CLUSTER
- RUMAH 1 LANTAI,  DENGAN 6 KAMAR
- COCOK UNTUK MESS KARYAWAN
- DEKAT MALL FANTASI",
02-10-2021,128,90,3,2,,,"Banjar Baru, Banjar Baru",HJB,2200,,300000000,https://www.rumah123.com/properti/banjar-baru/hos8929942/,Rumah Dijual Banjar Baru Tampak lebar,
20-10-2021,180,180,3,2,,,"Banjar Baru, Banjar Baru",SHM,2200,,975000000,https://www.rumah123.com/properti/banjar-baru/hos9025429/,"Dijual Rumah di lotus Regency Banjar baru kebun karet Banjar baru Lt:180 Lb: 180 Kt: 3+1 Km: 2+1 Furnished: kitchen set, AC 3 di setiap kamar",
22-10-2021,552,287,2,1,1,1,"Pulau Laut Utara, Kota Baru",PPJB,2200,,5000000000,https://www.rumah123.com/properti/kota-baru/hos9037279/,RUMAH jual dijual Jalan Veteran Rumah Cocok untuk Investasi! KOTA BARU PULAU LAUT UTARA,
27-10-2021,200,150,3,2,,,"Banjar Baru, Banjar Baru",PPJB,1300,,750000000,https://www.rumah123.com/properti/banjar-baru/hos9060633/,Rumah Dijual Banjar Baru FOR SALE RUMAH BARU GRESS.. DI PERUMAHAN CITRA MITRA CITY BY CITRALAND PERUMAHAN ELEGAN DAN NYAMAN DI BANJARBARU KALIMANTAN SELATAN. TELAH HADIR MENJANGKAU ANDA YG DI BANJARBARU,
22-09-2021,1800,150,5,3,5,5,"Arut Selatan, Kota Waringin Barat",SHM,3500,,2500000000,https://www.rumah123.com/properti/kota-waringin-barat/hos8881999/,"Dijual Rumah ukuran besar
Lokasi berda di pinggir jalan raya 
Jl. M. Noor
Bebas banjir
Luas
Sangat strategis",
09-09-2021,274,224,3,3,,,"Banjar Baru, Banjar Baru",SHM,1300,Timur,1900000000,https://www.rumah123.com/properti/banjar-baru/hos8816775/,Dijual Rumah Full Furnish di Jalan Guntung Alaban Kalimantan Selatan,
07-08-2021,113,100,3,2,,,"Tanjung Selor, Bulungan",SHM,2200,,495000000,https://www.rumah123.com/properti/bulungan/hos8665040/,"Lokasi sangat strategis sekitar 100m dari jalan raya Jelarai Tanjung Selor, 500m dari rumah dinas Bupati, Sebelah Kantor PUPR Kab Bulungan.",
18-08-2021,40,80,2,1,,,"Banjar Baru, Banjar Baru",SHM,1300,,500000000,https://www.rumah123.com/properti/banjar-baru/hos8705954/,"Rumah Dijual Banjar Baru dijual rumah komplek bcb banjarbaru kawasan tinggi bebas banjir fasilitas lengkap dekat kantor gubernur, sekolahan, pasar, rumah sakit, masjid",
27-08-2021,220,107,2,1,,,"Kertak Hanyar, Banjar",SHM,,,550000000,https://www.rumah123.com/properti/banjar/hos8749026/,Spesifikasi : SHM LT. 220 M2 / LB. 107 M2 1 Lantai 2 Kamar Tidur 1 Kamar Mandi Caort PDAM Cash atau Kredit,
02-06-2021,128,170,4,3,1,1,"Banjarmasin Selatan, Banjarmasin",SHM,2200,,1500000000,https://www.rumah123.com/properti/banjarmasin/hos8376742/,Rumah citra garden banjarmasin blok c Luas tanah : 128 m2 Luas bangunan : 170 m2 Kamar tidur : 4 Kamar mandi : 3 Bonus AC 5 unit Minat hubungi atau WA 085268951xxx,
22-06-2021,200,36,2,1,,,"Jekan Raya, Palangkaraya",SHM,,,198000000,https://www.rumah123.com/properti/palangkaraya/hos8468263/,Rumah minimalis modern idaman,
22-06-2021,200,45,2,1,,,"Jekan Raya, Palangkaraya",SHM,1300,,298000000,https://www.rumah123.com/properti/palangkaraya/hos8468253/,Rumah minimalis modern idaman,
20-05-2021,299,366,7,5,,,"Banjarmasin, Banjarmasin",SHM,2200,,3000000000,https://www.rumah123.com/properti/banjarmasin/hos8324629/,"Rumah 2Lantai Siap Huni Lokasi Strategis Di Artha Kencana Banjarmasin...Cocok Untuk Hunian Atau Rumah Kost, Dekat Fasilitas Umum, Lingkungan Aman Dan Nyaman...Harga Nego Pemilik",
25-05-2021,144,79,2,2,1,1,"Banjarmasin, Banjarmasin",SHM,2200,,1000000000,https://www.rumah123.com/properti/banjarmasin/hos8351370/,DI JUAL RUMAH perumahan anugerah dian regency.banjarmasin Kondisi rumah baru. Belum ada 1 tahun di tempatin.,
6-12-2021,165,200,4,2,,1,Sukmajaya,SHM,2200,Selatan,2100,https://www.rumah123.com/properti/depok/hos9287804/,Rumah siap huni komplek Pelni,
6-12-2021,50,45,2,1,,,Cipayung,SHM,1300,,250,https://www.rumah123.com/properti/depok/hos9287973/,rumah minimalis termurah di citayam,
6-12-2021,50,36,2,1,,1,Sawangan,SHM,1300,Barat,250,https://www.rumah123.com/properti/depok/hos9287936/,CLUSTER TERMURAH DI SAWANGAN KOTA DEPOK,
6-12-2021,50,45,2,1,,,Cimanggis,SHM,1300,,250,https://www.rumah123.com/properti/depok/hos9287931/,RUMAH SIAP HUNI HARGA NEGO DEKAT STASIUN CITAYAM,
6-12-2021,72,45,2,1,,1,Sawangan,SHM,1300,Timur,350,https://www.rumah123.com/properti/depok/hos9287917/,Rumah Cluster Siap Huni Depok,
6-12-2021,40,30,2,1,,,Cipayung,SHM,1300,,130,https://www.rumah123.com/properti/depok/hos9287821/,Promo akhir tahun rumah cantik dijual murah mulai dari harga 130jtan!,
6-12-2021,50,45,2,1,,,Sawangan,SHM,1300,,250,https://www.rumah123.com/properti/depok/hos9287796/,rumah nyaman harga aman strategis nego,
6-12-2021,45,115,2,1,,1,Cipayung,SHM,1300,,405,https://www.rumah123.com/properti/depok/hos9287771/,RUMAH BARU DEKAT STASIUN DAN JALAN UTAMA CITAYAM! survey yukk,
6-12-2021,36,60,2,1,,1,Cipayung,SHM,1300,,215,https://www.rumah123.com/properti/depok/hos9287696/,Rumah baru dan ready di bojong gede tajur halang sasak panjang bogor,
6-12-2021,87,72,3,2,,2,Sawangan,SHM,2200,Selatan,865,https://www.rumah123.com/properti/depok/hos9287672/,rumah bagus harga ekonomis depok,
6-12-2021,72,48,2,1,,,Sawangan,SHM,1300,Timur,470,https://www.rumah123.com/properti/depok/hos9287441/,CLuster Cantik Sawangan Harga All in biaya surat surat,
6-12-2021,210,250,4,4,1,1,Cimanggis,SHM,,Utara,2100,https://www.rumah123.com/properti/depok/hos9288007/,RUMAH DALAM KOMPLEK BESAR. JLN LEBAR. DEPOK,
6-12-2021,60,45,2,1,1,1,Cipayung,SHM,1300,Utara,480,https://www.rumah123.com/properti/depok/hos9288095/,rumah dengan akses jalan raya,
6-12-2021,70,50,2,1,,1,Sawangan,SHM,1300,Barat Daya,530,https://www.rumah123.com/properti/depok/hos9288030/,Rumah Cluster Siap Huni Depok,
6-12-2021,200,150,3,2,1,1,Cinere,SHM,2200,,2000,https://www.rumah123.com/properti/depok/hos9287926/,"BEBAS BANJIR SEPANJANG MASA, BUKIT CINERE INDAH DLM KOMPL S.HUNI.AMAN, SEJUK",
6-12-2021,57,40,2,1,1,1,Sawangan,SHM,1300,Utara,390,https://www.rumah123.com/properti/depok/hos9287981/,cluster di sawangan dengan cicilan rendah,
6-12-2021,60,40,2,1,,1,Cimanggis,SHM,1300,Timur,499,https://www.rumah123.com/properti/depok/hos9287080/,RUMAH DI CIBUBUR CIKEAS DP RINGAN CICILAN FLATT SAMPAI LUNAS TIDAK BANJIR DEKET TOL DAN LRT,
6-12-2021,100,66,3,2,,,Sukmajaya,SHM,1300,,964,https://www.rumah123.com/properti/depok/hos9287096/,Dijual Rumah Cluster Di GDC Sukmajaya Depok type 66/100,
6-12-2021,97,45,2,2,,2,Sawangan,SHM,,,800,https://www.rumah123.com/properti/depok/hos9287091/,New Diamond,
6-12-2021,50,36,2,1,,,Sawangan,SHM,,,260,https://www.rumah123.com/properti/depok/hos9287474/,Rumah Murah Dekat Stasiun dan Tol di Depok Sawangan.,
6-12-2021,112,109,3,4,,,Sawangan,SHM,,,1700,https://www.rumah123.com/properti/depok/hos9287465/,Rumah 2 Lantai 2 Bangunan Gaya Art Deco di Kota Mandiri Baru,
6-12-2021,84,73,2,2,,2,Sawangan,SHM,2200,,1200,https://www.rumah123.com/properti/depok/hos9287456/,Sutera Sawangan,
5-12-2021,75,54,2,1,1,1,Cipayung,SHM,1300,Utara,450,https://www.rumah123.com/properti/depok/hos9277876/,Rumah Luas Murah Lokasi Cipayung Deok Dekat Stasiun Citayam dan stasiun depok lama,
5-12-2021,487,450,6,3,,5,Pancoran Mas,SHM,2200,Utara,4000,https://www.rumah123.com/properti/depok/hos9286498/,Beli Rumah Bonus Ruko & Kontrakan di Pesona Kayangan Depok,
5-12-2021,378,289,4,4,3,3,Sukmajaya,SHM,5500,Timur Laut,7000,https://www.rumah123.com/properti/depok/hos9286482/,Rumah Mewah di Pesona Khayangan Mungil Dekat Univ Indonesia dan Pesona Square,
5-12-2021,400,226,5,4,2,1,Cinere,SHM,2200,Selatan,3600,https://www.rumah123.com/properti/depok/hos9286470/,"Rumah Mewah Full Furnish Marmer di Megapolitan Cinere, Depok.",
5-12-2021,100,130,4,5,2,1,Cinere,SHM,2200,,1700,https://www.rumah123.com/properti/depok/hos9286474/,Rumah Baru 2 Lantai Dalam Komplek Akses 2 Mobil Selangkah Tol Krukut,
5-12-2021,77,50,2,1,,1,Cinere,SHM,2200,,1100,https://www.rumah123.com/properti/depok/hos9286461/,Rumah dalam Perumahan Besar Lokasi Strategis,
5-12-2021,1024,400,7,5,6,6,Limo,SHM,4400,,6500,https://www.rumah123.com/properti/depok/hos9286456/,Rumah plus paviliun dengan taman luas selangkah ke toll krukut Limo Depok bebas banjir,
5-12-2021,1024,400,7,5,6,6,Cinere,SHM,5500,,6500,https://www.rumah123.com/properti/depok/hos9286406/,Rumah Mewah Tanah Luas Siap Huni Lingkungan Sejuk Akses 2 Mobil Selangkah Tol Krukut di Cinere,
5-12-2021,120,103,4,2,,2,Cimanggis,SHM,2200,,1280,https://www.rumah123.com/properti/depok/hos9286394/,Rumah Strategis 2 Lantai Bebas Banjir Dekat LRT Cibubur,
5-12-2021,100,130,4,4,2,2,Cinere,SHM,2200,,1700,https://www.rumah123.com/properti/depok/hos9286355/,Rumah baru 2 Lantai siap huni dalam komplek cinere- limo depok akses 2 Mobil bebas banjir,
5-12-2021,151,180,3,3,1,1,Pancoran Mas,SHM,2200,Selatan,3500,https://www.rumah123.com/properti/depok/hos9286220/,Rumah 2 Lantai di Pesona Kayangan Margonda Depok,
5-12-2021,885,600,7,4,2,2,Cimanggis,SHM,6600,,6500,https://www.rumah123.com/properti/depok/hos9286163/,"Rumah luas tanah besar, kolam renang dan taman luas, 10 menit dari tol Cibubur",
5-12-2021,54,47,2,2,,,Tapos,SHM,,,498,https://www.rumah123.com/properti/depok/hos9286089/,Cluster Mewah Harga 1 Lantai Dapat 2 Lantai Harga Promo Dekat Tol Cimanggis dan Cijago,
5-12-2021,50,36,2,1,,,Sawangan,SHM,,,260,https://www.rumah123.com/properti/depok/hos9286036/,Rumah Murah Dekat Stasiun dan Tol di Depok Sawangan.,
5-12-2021,112,109,3,4,,,Sawangan,SHM,,,1700,https://www.rumah123.com/properti/depok/hos9286028/,Rumah 2 Lantai 2 Bangunan Gaya Art Deco di Kota Mandiri Baru,
5-12-2021,60,80,2,1,,,Pancoran Mas,Lainnya,2200,,928,https://www.rumah123.com/properti/depok/hos9135196/,Rumah baru daerah depok jawa barat,
5-12-2021,249,260,3,2,,,Bojong Sari,Lainnya,2200,,2500,https://www.rumah123.com/properti/depok/hos9249243/,Rumah bagus daerah reni jaya depok,
5-12-2021,76,50,2,1,,1,Sawangan,SHM,1300,Timur,590,https://www.rumah123.com/properti/depok/hos9285519/,Cluster cantik cinangka pondok cabe harga all in biaya surat2,
5-12-2021,66,45,2,1,1,1,Sawangan,SHM,1300,Timur,465,https://www.rumah123.com/properti/depok/hos9285440/,"Rumah dijual Murah Promo tanpa dp,Angsuran Ringan Dekat Gerbang Tol sawangan Depok",
5-12-2021,50,36,2,1,,,Sawangan,SHM,,,260,https://www.rumah123.com/properti/depok/hos9285434/,Rumah Murah Dekat Stasiun dan Tol di Depok Sawangan.,
5-12-2021,112,105,3,2,,1,Sawangan,SHM,2200,Timur,1650,https://www.rumah123.com/properti/depok/hos9285351/,Rumah Baru 2 Lantai Siap Huni di Sawangan Depok,
5-12-2021,100,160,3,3,,1,Pancoran Mas,SHM,2200,Selatan,1190,https://www.rumah123.com/properti/depok/hos9285162/,Rumah Tanah Luas Strategis Cluster Dekat DTC Mall Dan Tol Desari Depok,
5-12-2021,70,70,3,2,,2,Tapos,SHM,2200,,966,https://www.rumah123.com/properti/depok/hos9285123/,Rumah 2 Lantai Alexandria Premiere Pinggir Jalan Di Cimanggis Tapos Depok,
5-12-2021,79,68,3,2,2,2,Bojong Sari,SHM,2200,,548,https://www.rumah123.com/properti/depok/hos9284984/,RUMAH 2 LANTAI HARGA 500 JUTAAN DEKET JALAN RAYA BOJONGSARI,
5-12-2021,75,75,3,2,2,2,Pancoran Mas,SHM,2200,Timur,905,https://www.rumah123.com/properti/depok/hos9284903/,Rumah 2 lantai lokasi dalam Cluster dekat tol sawangan di mampang depok,
5-12-2021,77,70,3,2,,2,Tapos,SHM,2200,,1020,https://www.rumah123.com/properti/depok/hos9284877/,Rumah 2 Lantai Alexandria Premiere Pinggir Jalan Di Cimanggis Tapos Depok,
5-12-2021,120,100,3,2,,2,Beji,SHM,,,1500,https://www.rumah123.com/properti/depok/hos9284858/,Rumah 2 lantai lokasi premium di beji timur dekat kampus UI,
5-12-2021,78,77,3,2,,2,Tapos,SHM,2200,,1030,https://www.rumah123.com/properti/depok/hos9284774/,Rumah 2 Lantai Alexandria Premiere Pinggir Jalan Di Cimanggis Tapos Depok,
5-12-2021,105,75,2,1,,,Cimanggis,SHM,1300,,1150,https://www.rumah123.com/properti/depok/hos9284672/,Dijual rumah cantik Grand Depok city,
5-12-2021,63,51,2,2,,2,Cimanggis,SHM,2200,Barat,795,https://www.rumah123.com/properti/depok/hos9284561/,"Hunian 2 Lantai Gaya Bali Lokasi Strategis 1,4 KM ke Gerbang Tol Cijago",
5-12-2021,62,45,2,1,,1,Cipayung,SHM,2200,,490,https://www.rumah123.com/properti/depok/hos9284516/,Rumah mezzanine di Depok,
5-12-2021,112,109,3,4,,,Sawangan,SHM,,,1700,https://www.rumah123.com/properti/depok/hos9284519/,Rumah 2 Lantai 2 Bangunan Gaya Art Deco di Kota Mandiri Baru,
5-12-2021,71,61,3,2,,2,Cimanggis,SHM,2200,Barat,877,https://www.rumah123.com/properti/depok/hos9284494/,Hunian 2 Lantai Gaya Bali Lokasi 5 Menit Ke Tol Cibubur,
5-12-2021,92,110,3,1,1,1,Cinere,SHM,2200,,1100,https://www.rumah123.com/properti/depok/hos9284498/,Rumah Minimalis Siap Huni Dalam Cluster Strategis Selangkah Tol Desari di Cinere,
5-12-2021,96,130,4,3,,2,Pancoran Mas,SHM,2200,Selatan,1420,https://www.rumah123.com/properti/depok/hos9284453/,Rumah murah 2lantai dekat pintu tol sawangan,
5-12-2021,63,61,3,2,,2,Pancoran Mas,SHM,2200,Barat,1040,https://www.rumah123.com/properti/depok/hos9284402/,Rumah 2 Lantai Lokasi SUPER STRATEGIS di Pusat Kota Depok Pinggir Jalan Margonda 7 Menit Ke Pintu Tol Margonda,
5-12-2021,66,77,3,2,,1,Cimanggis,SHM,2200,,877,https://www.rumah123.com/properti/depok/hos9284377/,Rumah Townhouse 2 Lantai Almeria Premiere Cimanggis Di Pekapuran Depok,
5-12-2021,65,58,3,2,,2,Sukmajaya,SHM,2200,Barat,700,https://www.rumah123.com/properti/depok/hos9284362/,Cluster 2 Lantai Fasilitas Lengkap di Sebrang TipTop Depok Lokasi 2 KM dari St. Depok Baru,
5-12-2021,62,77,3,2,,1,Cimanggis,SHM,2200,,842,https://www.rumah123.com/properti/depok/hos9284314/,Rumah Townhouse 2 Lantai Almeria Premiere Cimanggis Di Pekapuran Depok,
5-12-2021,104,120,2,2,,1,Cinere,SHM,3500,,1800,https://www.rumah123.com/properti/depok/hos9284309/,Rumah di kawasan strategis andara.dekat pintu tol desari,
5-12-2021,110,70,3,1,,1,Cilodong,SHM,1300,,875,https://www.rumah123.com/properti/depok/hos9284297/,Rumah siap huni free biaya biaya di Kalimulya Depok,
5-12-2021,64,55,3,2,,2,Sukmajaya,SHM,2200,Barat,789,https://www.rumah123.com/properti/depok/hos9284263/,Cluster Modern 2 Lantai di Jalan Merdeka Lokasi 7 Menit Ke Tol Margonda,
5-12-2021,75,62,3,2,,1,Tapos,SHM,2200,Timur,832,https://www.rumah123.com/properti/depok/hos9284216/,Perumahan Palm Garden Rumah 2 Lantai Tanpa Uang Muka,
5-12-2021,60,42,2,1,,,Tapos,SHM,1300,Timur,41,https://www.rumah123.com/properti/depok/hos9284207/,Rumah dekat tol cimanggis,
5-12-2021,51,46,2,2,,2,Cimanggis,SHM,2200,Barat,485,https://www.rumah123.com/properti/depok/hos9284199/,Hunian 2 Lantai Gaya Scandinavian Dekat Tol Cibubur,
5-12-2021,60,40,2,1,,1,Sawangan,SHM,1300,Timur,280,https://www.rumah123.com/properti/depok/hos9284181/,CLUSTER TERMURAH DI SAWANGAN KOTA DEPOK,
5-12-2021,45,71,2,1,,1,Sawangan,SHM,1300,Selatan,350,https://www.rumah123.com/properti/depok/hos9284157/,CLUSTER TERMURAH DI SAWANGAN KOTA DEPOK,
5-12-2021,85,72,3,2,,2,Sawangan,SHM,2200,,876,https://www.rumah123.com/properti/depok/hos9284129/,Perumahan Mewah 2 Lantai Sawangan Depok,
5-12-2021,77,60,2,2,,2,Cilodong,SHM,2200,Barat,720,https://www.rumah123.com/properti/depok/hos9284128/,Rumah Keren 2 Lantai Banyak Bonus di Jl.Mandor Samin Cilodong Depok,
5-12-2021,60,47,2,2,,1,Tapos,SHM,2200,,498,https://www.rumah123.com/properti/depok/hos9284043/,rumah murah 2 lantai,
5-12-2021,50,36,2,1,,1,Sawangan,SHM,1300,Timur,250,https://www.rumah123.com/properti/depok/hos9284105/,Rumah Cluster Depok ,
5-12-2021,70,50,2,1,,1,Sawangan,SHM,1300,Selatan,550,https://www.rumah123.com/properti/depok/hos9284029/,Rumah Cluster Siap Huni Depok,
5-12-2021,62,63,3,2,1,1,Tapos,SHM,2200,,565,https://www.rumah123.com/properti/depok/hos9282874/,"Rumah Syariah 2 Lantai di Tapos, Depok, 3 KT, 2 KM, Harga 500Jtan",
5-12-2021,66,77,3,2,,2,Cimanggis,SHM,2200,Utara,877,https://www.rumah123.com/properti/depok/hos9284003/,Hunian 2 lantai desain industrial modern harga ekonomis lokasi dekat tol cijago,
5-12-2021,71,45,2,1,1,1,Sawangan,SHM,1300,Selatan,350,https://www.rumah123.com/properti/depok/hos9283993/,Rumah Cluster Siap Huni Depok,
5-12-2021,71,51,2,2,,2,Sukmajaya,SHM,2200,Utara,826,https://www.rumah123.com/properti/depok/hos9283901/,Hunian 2 lantai desain menarik harga low budget lokasi dekat tol margonda,
5-12-2021,71,71,3,2,,2,Beji,SHM,2200,Utara,920,https://www.rumah123.com/properti/depok/hos9283877/,"Rumah Cluster 2,5 Lantai Terbaik Berlokasi Strategis di Belakang Kampus UI - Depok",
5-12-2021,63,61,3,2,,2,Pancoran Mas,SHM,2200,Barat,1040,https://www.rumah123.com/properti/depok/hos9283853/,Hunian Cantik 2 Lantai Design AmericanHouse Fasilitas Lengkap Lokasi 7 Menit Ke Tol Margonda,
5-12-2021,81,51,2,2,,2,Sukmajaya,SHM,2200,Utara,896,https://www.rumah123.com/properti/depok/hos9283825/,Cluster minimalis 2 lantai harga ekonomis lokasi dekat staisun depok lama,
5-12-2021,59,51,2,2,,2,Sukmajaya,SHM,2200,Barat,742,https://www.rumah123.com/properti/depok/hos9283828/,Hunian 2 Lantai Cantik Fasilitas Lengkap Lokasi 5 Menit Dekat Stasiun Depok Lama,
5-12-2021,79,61,3,2,,2,Cimanggis,SHM,2200,Utara,933,https://www.rumah123.com/properti/depok/hos9283789/,Rumah di Radar Auri Cimanggis 2 Lantai Akses 2 Lantai Gratis Biaya-Biaya Dekat Pintu Tol Cibubur dan Cijago,
5-12-2021,79,71,3,2,,2,Beji,SHM,2200,Utara,960,https://www.rumah123.com/properti/depok/hos9283764/,"Hunian 2,5 lantai harga ekonomis desain modern menarik lokasi dekat tol beji kukusan",
5-12-2021,88,71,3,2,,2,Beji,SHM,2200,Barat,1070,https://www.rumah123.com/properti/depok/hos9283731/,"Hunian Modern 2,5 Lantai Fasilitas Lengkap Lokasi 2 KM Dari Stasiun Pondok Cina",
5-12-2021,51,46,2,2,,2,Cimanggis,SHM,2200,Utara,485,https://www.rumah123.com/properti/depok/hos9283934/,Hunian minimalis scandinavia harga termurah lokasi bebas banjir dekta tol cibubur,
5-12-2021,64,75,3,2,,2,Cimanggis,SHM,2200,Utara,810,https://www.rumah123.com/properti/depok/hos9283706/,Cluster 2 lantai desain menarik harga ekonomis lokasi dekat tol cijago,
5-12-2021,63,51,3,2,,2,Cimanggis,SHM,2200,Barat,795,https://www.rumah123.com/properti/depok/hos9283677/,"Hunian 2 Lantai Gaya Bali Lokasi Strategis 1,4 KM ke Gerbang Tol Cijago",
5-12-2021,70,46,2,2,,2,Cimanggis,SHM,2200,Utara,580,https://www.rumah123.com/properti/depok/hos9283676/,Rumah 2 lantai desain scandinavia harga termurah lokasi dekat tol cibubur,
5-12-2021,47,46,2,2,,2,Cimanggis,SHM,2200,Barat,465,https://www.rumah123.com/properti/depok/hos9283641/,Cluster Design Scandinavian 2 lantai Fasilitas Lengkap di Cibubur,
5-12-2021,55,47,2,2,,1,Tapos,SHM,2200,Barat,498,https://www.rumah123.com/properti/depok/hos9283637/,Rumah murah di Cilangkap Tapos Depok Desain Mewah Minimalis,
5-12-2021,82,42,2,1,,1,Beji,SHM,1300,,810,https://www.rumah123.com/properti/depok/hos9283591/,Cluster nyaman strategis dkt gate tol kukusan,
5-12-2021,120,105,3,3,,2,Cinere,SHM,2200,,1970,https://www.rumah123.com/properti/depok/hos9283572/,Cluster strategis murah best area Cinere dkt tol gate andara,
5-12-2021,50,36,2,1,,,Sawangan,SHM,,,260,https://www.rumah123.com/properti/depok/hos9283522/,Rumah Murah Dekat Stasiun dan Tol di Depok Sawangan.,
